YEAR;MO;DY;HOUR;T
2022;9;28;16;10.54666667
2022;9;28;17;9.49
2022;9;28;18;8.991666667
2022;9;28;19;8.351666667
2022;9;28;20;7.053333333
2022;9;28;21;6.895
2022;9;28;22;6.763333333
2022;9;28;23;6.611864407
2022;9;29;0;6.325
2022;9;29;1;5.956666667
2022;9;29;2;5.333333333
2022;9;29;3;5.086666667
2022;9;29;4;4.93
2022;9;29;5;4.645
2022;9;29;6;4.296666667
2022;9;29;7;4.165
2022;9;29;8;4.72
2022;9;29;9;6.218333333
2022;9;29;10;8.658333333
2022;9;29;11;10.28833333
2022;9;29;12;12.24166667
2022;9;29;13;12.05333333
2022;9;29;14;13.62333333
2022;9;29;15;14.28166667
2022;9;29;16;13.44
2022;9;29;17;12.83833333
2022;9;29;18;11.21666667
2022;9;29;19;8.898333333
2022;9;29;20;7.96
2022;9;29;21;7.856666667
2022;9;29;22;7.67
2022;9;29;23;6.925
2022;9;30;0;6.575
2022;9;30;1;5.923333333
2022;9;30;2;5.603333333
2022;9;30;3;5.376666667
2022;9;30;4;5.116666667
2022;9;30;5;4.481666667
2022;9;30;6;4.343333333
2022;9;30;7;4.623333333
2022;9;30;8;4.62
2022;9;30;9;6.873333333
2022;9;30;10;9.295
2022;9;30;11;11.25166667
2022;9;30;12;13.31
2022;9;30;13;14.70166667
2022;9;30;14;16.20666667
2022;9;30;15;16.11333333
2022;9;30;16;16.05333333
2022;9;30;17;14.69666667
2022;9;30;18;13.43
2022;9;30;19;11.94666667
2022;9;30;20;11.025
2022;9;30;21;10.61166667
2022;9;30;22;10.65333333
2022;9;30;23;11.12333333
2022;10;1;0;11.67833333
2022;10;1;1;10.175
2022;10;1;2;9.538333333
2022;10;1;3;9.498333333
2022;10;1;4;9.643333333
2022;10;1;5;9.928333333
2022;10;1;6;10.17666667
2022;10;1;7;10.43166667
2022;10;1;8;10.87984496
2022;10;1;9;11.68833333
2022;10;1;10;13.11833333
2022;10;1;11;14.68333333
2022;10;1;12;16.34833333
2022;10;1;13;16.895
2022;10;1;14;17.61333333
2022;10;1;15;17.35333333
2022;10;1;16;17.34
2022;10;1;17;16.41333333
2022;10;1;18;15.55333333
2022;10;1;19;14.47
2022;10;1;20;13.22
2022;10;1;21;12.30166667
2022;10;1;22;12.09166667
2022;10;1;23;12.51
2022;10;2;0;12.955
2022;10;2;1;13.25833333
2022;10;2;2;13.41333333
2022;10;2;3;13.365
2022;10;2;4;13.09
2022;10;2;5;12.74
2022;10;2;6;12.44
2022;10;2;7;12.35
2022;10;2;8;11.95833333
2022;10;2;9;11.8
2022;10;2;10;12.23666667
2022;10;2;11;12.43
2022;10;2;12;12.4
2022;10;2;13;12.49
2022;10;2;14;12.57166667
2022;10;2;15;12.77333333
2022;10;2;16;12.76166667
2022;10;2;17;12.86
2022;10;2;18;12.455
2022;10;2;19;11.56666667
2022;10;2;20;11.24833333
2022;10;2;21;10.91166667
2022;10;2;22;10.42833333
2022;10;2;23;9.786666667
2022;10;3;0;9.031666667
2022;10;3;1;8.506666667
2022;10;3;2;8.42
2022;10;3;3;8.121666667
2022;10;3;4;7.843333333
2022;10;3;5;6.671666667
2022;10;3;6;6.865
2022;10;3;7;7.011666667
2022;10;3;8;7.521666667
2022;10;3;9;8.383333333
2022;10;3;10;9.883333333
2022;10;3;11;10.645
2022;10;3;12;11.17333333
2022;10;3;13;12.94166667
2022;10;3;14;14.78333333
2022;10;3;15;15.42666667
2022;10;3;16;15.25833333
2022;10;3;17;14.475
2022;10;3;18;12.98431373
2022;10;3;19;11.12833333
2022;10;3;20;10.95
2022;10;3;21;10.76833333
2022;10;3;22;10.20166667
2022;10;3;23;10.145
2022;10;4;0;9.383333333
2022;10;4;1;9.196666667
2022;10;4;2;8.981666667
2022;10;4;3;8.923333333
2022;10;4;4;8.598333333
2022;10;4;5;8.07
2022;10;4;6;7.801666667
2022;10;4;7;7.6
2022;10;4;8;7.831666667
2022;10;4;9;9.233333333
2022;10;4;10;11.155
2022;10;4;11;13.7
2022;10;4;12;15.74
2022;10;4;13;17.23666667
2022;10;4;14;18.73333333
2022;10;4;15;19.47333333
2022;10;4;16;18.91
2022;10;4;17;16.93
2022;10;4;18;15.26833333
2022;10;4;19;13.93
2022;10;4;20;13.16666667
2022;10;4;21;12.86333333
2022;10;4;22;11.97666667
2022;10;4;23;11.705
2022;10;5;0;11.46333333
2022;10;5;1;11.405
2022;10;5;2;11.195
2022;10;5;3;11.31333333
2022;10;5;4;11.445
2022;10;5;5;11.295
2022;10;5;6;11.11
2022;10;5;7;11.86333333
2022;10;5;8;12.78
2022;10;5;9;13.31166667
2022;10;5;10;14.61833333
2022;10;5;11;15.68666667
2022;10;5;12;16.53666667
2022;10;5;13;18.34666667
2022;10;5;14;19.64833333
2022;10;5;15;20.73333333
2022;10;5;16;20.64
2022;10;5;17;18.71833333
2022;10;5;18;16.96833333
2022;10;5;19;16.75166667
2022;10;5;20;16.795
2022;10;5;21;16.74833333
2022;10;5;22;16.635
2022;10;5;23;13.705
2022;10;6;0;13.26333333
2022;10;6;1;12.62833333
2022;10;6;2;12.065
2022;10;6;3;11.32666667
2022;10;6;4;10.85387324
2022;10;6;5;10.00833333
2022;10;6;6;9.207063197
2022;10;6;7;9.374590164
2022;10;6;8;9.164197531
2022;10;6;9;11.77407407
2022;10;6;10;13.52816327
2022;10;6;11;14.7691358
2022;10;6;12;15.39588477
2022;10;6;13;15.90582524
2022;10;6;14;16
2022;10;6;15;15
2022;10;6;16;14
2022;10;6;17;12
2022;10;6;18;10
2022;10;6;19;9
2022;10;6;20;8
2022;10;6;21;8
2022;10;6;22;7
2022;10;6;23;7
2022;10;7;0;7
2022;10;7;1;6
2022;10;7;2;6
2022;10;7;3;6
2022;10;7;4;6
2022;10;7;5;6
2022;10;7;6;7
2022;10;7;7;9
2022;10;7;8;11
2022;10;7;9;13
2022;10;7;10;15
2022;10;7;11;16
2022;10;7;12;16
2022;10;7;13;16
2022;10;7;14;16
2022;10;7;15;16
2022;10;7;16;14
2022;10;7;17;13
2022;10;7;18;11
2022;10;7;19;10
2022;10;7;20;10
2022;10;7;21;10
2022;10;7;22;10
2022;10;7;23;9
2022;10;8;0;9
2022;10;8;1;9
2022;10;8;2;9
2022;10;8;3;10
2022;10;8;4;10
2022;10;8;5;10
2022;10;8;6;10
2022;10;8;7;11
2022;10;8;8;11
2022;10;8;9;12
2022;10;8;10;13
2022;10;8;11;14
2022;10;8;12;14
2022;10;8;13;14
2022;10;8;14;14
2022;10;8;15;14
2022;10;8;16;12
2022;10;8;17;11
2022;10;8;18;10
2022;10;8;19;9
2022;10;8;20;8
2022;10;8;21;7
2022;10;8;22;5
2022;10;8;23;4
2022;10;9;0;4
2022;10;9;1;4
2022;10;9;2;4
2022;10;9;3;4
2022;10;9;4;4
2022;10;9;5;4
2022;10;9;6;4
2022;10;9;7;7
2022;10;9;8;10
2022;10;9;9;12
2022;10;9;10;14
2022;10;9;11;15
2022;10;9;12;16
2022;10;9;13;16
2022;10;9;14;16
2022;10;9;15;16
2022;10;9;16;14
2022;10;9;17;12
2022;10;9;18;11
2022;10;9;19;10
2022;10;9;20;10
2022;10;9;21;10
2022;10;9;22;10
2022;10;9;23;10
2022;10;10;0;10
2022;10;10;1;9
2022;10;10;2;9
2022;10;10;3;9
2022;10;10;4;8
2022;10;10;5;8
2022;10;10;6;9
2022;10;10;7;10
2022;10;10;8;13
2022;10;10;9;15
2022;10;10;10;16
2022;10;10;11;17
2022;10;10;12;18
2022;10;10;13;18
2022;10;10;14;18.33136364
2022;10;10;15;17.78442623
2022;10;10;16;16.75020576
2022;10;10;17;15.79382716
2022;10;10;18;15.23744856
2022;10;10;19;14.4442623
2022;10;10;20;13.26979592
2022;10;10;21;11.87201646
2022;10;10;22;11.39711934
2022;10;10;23;10.31481481
2022;10;11;0;8.511428571
2022;10;11;1;7.650413223
2022;10;11;2;7.448148148
2022;10;11;3;6.91563786
2022;10;11;4;6.704508197
2022;10;11;5;6.664197531
2022;10;11;6;5.492213115
2022;10;11;7;5.108641975
2022;10;11;8;5.353688525
2022;10;11;9;7.063636364
2022;10;11;10;9.15661157
2022;10;11;11;11.78106996
2022;10;11;12;12.94653061
2022;10;11;13;14.0218107
2022;10;11;14;14.46033058
2022;10;11;15;14.97131148
2022;10;11;16;14.49959016
2022;10;11;17;12.68888889
2022;10;11;18;11.40539419
2022;10;11;19;10.09098361
2022;10;11;20;9.273966942
2022;10;11;21;8.366942149
2022;10;11;22;7.498760331
2022;10;11;23;7.318106996
2022;10;12;0;6.612704918
2022;10;12;1;6.229218107
2022;10;12;2;5.857201646
2022;10;12;3;5.448347107
2022;10;12;4;5.365289256
2022;10;12;5;5.601639344
2022;10;12;6;5.46244898
2022;10;12;7;5.088429752
2022;10;12;8;5.476954733
2022;10;12;9;7.341493776
2022;10;12;10;9.526141079
2022;10;12;11;11.59016393
2022;10;12;12;12.86141079
2022;10;12;13;14.58934426
2022;10;12;14;14.97695473
2022;10;12;15;15.20826446
2022;10;12;16;15.93731343
2022;10;12;17;14.59333333
2022;10;12;18;13.18333333
2022;10;12;19;12.15
2022;10;12;20;12.635
2022;10;12;21;11.675
2022;10;12;22;11.24
2022;10;12;23;10.86166667
2022;10;13;0;10.94
2022;10;13;1;10.97333333
2022;10;13;2;10.75166667
2022;10;13;3;10.80666667
2022;10;13;4;11.12
2022;10;13;5;10.44
2022;10;13;6;10.43833333
2022;10;13;7;10.29166667
2022;10;13;8;10.735
2022;10;13;9;11.70333333
2022;10;13;10;11.95833333
2022;10;13;11;11.83333333
2022;10;13;12;13.965
2022;10;13;13;14.88166667
2022;10;13;14;15.32166667
2022;10;13;15;14.95166667
2022;10;13;16;14.89333333
2022;10;13;17;13.94666667
2022;10;13;18;12.785
2022;10;13;19;11.93333333
2022;10;13;20;11.78333333
2022;10;13;21;12.06666667
2022;10;13;22;12.03166667
2022;10;13;23;12.14666667
2022;10;14;0;12.13166667
2022;10;14;1;12.20666667
2022;10;14;2;12.20666667
2022;10;14;3;12.11333333
2022;10;14;4;12.34333333
2022;10;14;5;12.4
2022;10;14;6;12.42
2022;10;14;7;12.5
2022;10;14;8;12.69666667
2022;10;14;9;13.14
2022;10;14;10;13.75166667
2022;10;14;11;13.965
2022;10;14;12;14.81666667
2022;10;14;13;15.105
2022;10;14;14;15.46333333
2022;10;14;15;16.105
2022;10;14;16;16.26166667
2022;10;14;17;15.61
2022;10;14;18;14.73166667
2022;10;14;19;14.02833333
2022;10;14;20;13.87833333
2022;10;14;21;13.165
2022;10;14;22;12.865
2022;10;14;23;12.81833333
2022;10;15;0;12.79666667
2022;10;15;1;12.68666667
2022;10;15;2;12.63307087
2022;10;15;3;12.72
2022;10;15;4;12.725
2022;10;15;5;12.66333333
2022;10;15;6;12.50166667
2022;10;15;7;12.40166667
2022;10;15;8;12.62833333
2022;10;15;9;13.225
2022;10;15;10;14.34
2022;10;15;11;15.19
2022;10;15;12;16.59
2022;10;15;13;17.755
2022;10;15;14;17.95166667
2022;10;15;15;18.02
2022;10;15;16;15.075
2022;10;15;17;14.90666667
2022;10;15;18;14.25833333
2022;10;15;19;13.97666667
2022;10;15;20;13.44
2022;10;15;21;13.055
2022;10;15;22;13.12
2022;10;15;23;13.17666667
2022;10;16;0;13.135
2022;10;16;1;12.91
2022;10;16;2;12.64333333
2022;10;16;3;12.82666667
2022;10;16;4;12.505
2022;10;16;5;12.37
2022;10;16;6;12.115
2022;10;16;7;12.135
2022;10;16;8;12.32833333
2022;10;16;9;13.24
2022;10;16;10;15.175
2022;10;16;11;16.425
2022;10;16;12;16.38166667
2022;10;16;13;17.86166667
2022;10;16;14;18.62333333
2022;10;16;15;18.24666667
2022;10;16;16;17.56333333
2022;10;16;17;16.95166667
2022;10;16;18;16.33333333
2022;10;16;19;15.75833333
2022;10;16;20;15.79
2022;10;16;21;15.53
2022;10;16;22;15.43666667
2022;10;16;23;15.87166667
2022;10;17;0;16.13166667
2022;10;17;1;16.45166667
2022;10;17;2;16.9
2022;10;17;3;16.835
2022;10;17;4;16.78333333
2022;10;17;5;16.58666667
2022;10;17;6;16.49166667
2022;10;17;7;16.42333333
2022;10;17;8;16.51166667
2022;10;17;9;16.885
2022;10;17;10;17.86833333
2022;10;17;11;17.95046729
2022;10;17;12;18.655
2022;10;17;13;18.91
2022;10;17;14;19.33666667
2022;10;17;15;19.36166667
2022;10;17;16;18.155
2022;10;17;17;16.575
2022;10;17;18;15.69333333
2022;10;17;19;14.96
2022;10;17;20;14.66833333
2022;10;17;21;14.75166667
2022;10;17;22;14.90666667
2022;10;17;23;14.845
2022;10;18;0;14.98
2022;10;18;1;15.06
2022;10;18;2;14.84
2022;10;18;3;14.66666667
2022;10;18;4;14.50666667
2022;10;18;5;14.52666667
2022;10;18;6;14.70833333
2022;10;18;7;14.43166667
2022;10;18;8;14.07333333
2022;10;18;9;14.33833333
2022;10;18;10;14.85666667
2022;10;18;11;15.29333333
2022;10;18;12;16.44666667
2022;10;18;13;16.91833333
2022;10;18;14;17.595
2022;10;18;15;18.64
2022;10;18;16;17.99
2022;10;18;17;16.05666667
2022;10;18;18;14.585
2022;10;18;19;13.79
2022;10;18;20;13.01166667
2022;10;18;21;12.31666667
2022;10;18;22;11.70333333
2022;10;18;23;11.14166667
2022;10;19;0;10.69833333
2022;10;19;1;10.42166667
2022;10;19;2;9.856666667
2022;10;19;3;9.368333333
2022;10;19;4;8.653333333
2022;10;19;5;8.655
2022;10;19;6;8.038333333
2022;10;19;7;7.868333333
2022;10;19;8;7.703333333
2022;10;19;9;9.263333333
2022;10;19;10;11.19333333
2022;10;19;11;13.47
2022;10;19;12;14.85166667
2022;10;19;13;16.425
2022;10;19;14;17.275
2022;10;19;15;17.725
2022;10;19;16;18.00166667
2022;10;19;17;16.365
2022;10;19;18;15.275
2022;10;19;19;14.44166667
2022;10;19;20;13.68833333
2022;10;19;21;13.04666667
2022;10;19;22;13.005
2022;10;19;23;12.85666667
2022;10;20;0;12.39
2022;10;20;1;12.53
2022;10;20;2;12.80166667
2022;10;20;3;13.40666667
2022;10;20;4;13.39833333
2022;10;20;5;13.38166667
2022;10;20;6;13.64333333
2022;10;20;7;13.71
2022;10;20;8;13.33833333
2022;10;20;9;13.84
2022;10;20;10;14.47833333
2022;10;20;11;14.40833333
2022;10;20;12;14.17166667
2022;10;20;13;14.75666667
2022;10;20;14;17.175
2022;10;20;15;19.11666667
2022;10;20;16;18.92166667
2022;10;20;17;18.13833333
2022;10;20;18;16.63666667
2022;10;20;19;15.93
2022;10;20;20;15.805
2022;10;20;21;16.10833333
2022;10;20;22;16.10833333
2022;10;20;23;15.95
2022;10;21;0;14.89
2022;10;21;1;14.52
2022;10;21;2;14.41166667
2022;10;21;3;14.20333333
2022;10;21;4;13.95333333
2022;10;21;5;13.84333333
2022;10;21;6;14.055
2022;10;21;7;14.27
2022;10;21;8;14.10833333
2022;10;21;9;13.93333333
2022;10;21;10;13.81333333
2022;10;21;11;14.635
2022;10;21;12;16.535
2022;10;21;13;17.72833333
2022;10;21;14;17.84
2022;10;21;15;18.52666667
2022;10;21;16;17.81666667
2022;10;21;17;16.85833333
2022;10;21;18;15.99666667
2022;10;21;19;15.275
2022;10;21;20;14.81
2022;10;21;21;14.53333333
2022;10;21;22;14.40666667
2022;10;21;23;14.41
2022;10;22;0;14.17166667
2022;10;22;1;13.99666667
2022;10;22;2;13.80166667
2022;10;22;3;13.88333333
2022;10;22;4;13.595
2022;10;22;5;13.29666667
2022;10;22;6;13.16071429
2022;10;22;7;13
2022;10;22;8;14
2022;10;22;9;15
2022;10;22;10;15
2022;10;22;11;16
2022;10;22;12;17
2022;10;22;13;17
2022;10;22;14;17
2022;10;22;15;17
2022;10;22;16;16
2022;10;22;17;14
2022;10;22;18;14
2022;10;22;19;13
2022;10;22;20;13
2022;10;22;21;13
2022;10;22;22;13
2022;10;22;23;13
2022;10;23;0;14
2022;10;23;1;14
2022;10;23;2;14
2022;10;23;3;14
2022;10;23;4;14
2022;10;23;5;14
2022;10;23;6;14
2022;10;23;7;15
2022;10;23;8;16
2022;10;23;9;16
2022;10;23;10;16
2022;10;23;11;17
2022;10;23;12;18
2022;10;23;13;19
2022;10;23;14;19
2022;10;23;15;18
2022;10;23;16;18
2022;10;23;17;17
2022;10;23;18;17
2022;10;23;19;16
2022;10;23;20;16
2022;10;23;21;16
2022;10;23;22;16
2022;10;23;23;16
2022;10;24;0;16
2022;10;24;1;16
2022;10;24;2;16
2022;10;24;3;16
2022;10;24;4;15
2022;10;24;5;15
2022;10;24;6;15
2022;10;24;7;15
2022;10;24;8;15
2022;10;24;9;16
2022;10;24;10;16
2022;10;24;11;16
2022;10;24;12;16.12142857
2022;10;24;13;16.23666667
2022;10;24;14;16.72666667
2022;10;24;15;17.07333333
2022;10;24;16;16.34333333
2022;10;24;17;15.505
2022;10;24;18;14.73
2022;10;24;19;14.63333333
2022;10;24;20;13.97166667
2022;10;24;21;13.76333333
2022;10;24;22;13.485
2022;10;24;23;13.215
2022;10;25;0;13.35833333
2022;10;25;1;13.27833333
2022;10;25;2;12.78
2022;10;25;3;12.605
2022;10;25;4;12.88666667
2022;10;25;5;12.81666667
2022;10;25;6;13.03833333
2022;10;25;7;12.95166667
2022;10;25;8;12.82666667
2022;10;25;9;13.01333333
2022;10;25;10;13.48333333
2022;10;25;11;13.975
2022;10;25;12;14.025
2022;10;25;13;14.46666667
2022;10;25;14;15.57
2022;10;25;15;15.70666667
2022;10;25;16;15.205
2022;10;25;17;13.98333333
2022;10;25;18;12.59166667
2022;10;25;19;11.965
2022;10;25;20;11.92833333
2022;10;25;21;12.235
2022;10;25;22;12.26166667
2022;10;25;23;12.93833333
2022;10;26;0;13.52666667
2022;10;26;1;13.50166667
2022;10;26;2;13.81666667
2022;10;26;3;13.995
2022;10;26;4;14.73833333
2022;10;26;5;14.54333333
2022;10;26;6;13.57
2022;10;26;7;12.995
2022;10;26;8;13.28
2022;10;26;9;14.29166667
2022;10;26;10;15.63333333
2022;10;26;11;16.98333333
2022;10;26;12;18.69
2022;10;26;13;19.66666667
2022;10;26;14;20.40833333
2022;10;26;15;20.01
2022;10;26;16;19.19
2022;10;26;17;18.15166667
2022;10;26;18;17.04833333
2022;10;26;19;16.29833333
2022;10;26;20;16.24666667
2022;10;26;21;15.70666667
2022;10;26;22;15.42666667
2022;10;26;23;14.99
2022;10;27;0;14.40833333
2022;10;27;1;14.22333333
2022;10;27;2;14.19166667
2022;10;27;3;13.85333333
2022;10;27;4;13.63666667
2022;10;27;5;13.925
2022;10;27;6;13.76333333
2022;10;27;7;13.58666667
2022;10;27;8;14.365
2022;10;27;9;15.42
2022;10;27;10;16.44833333
2022;10;27;11;18.03666667
2022;10;27;12;19.72333333
2022;10;27;13;20.92166667
2022;10;27;14;21.22333333
2022;10;27;15;21.14
2022;10;27;16;20.23833333
2022;10;27;17;19.87666667
2022;10;27;18;19.185
2022;10;27;19;18.52666667
2022;10;27;20;18.16
2022;10;27;21;17.71666667
2022;10;27;22;17.68166667
2022;10;27;23;17.97666667
2022;10;28;0;18.075
2022;10;28;1;18.03
2022;10;28;2;17.975
2022;10;28;3;18.275
2022;10;28;4;17.84
2022;10;28;5;17.33
2022;10;28;6;17.03
2022;10;28;7;16.69333333
2022;10;28;8;16.88833333
2022;10;28;9;17.305
2022;10;28;10;18.36666667
2022;10;28;11;20.09666667
2022;10;28;12;21.38833333
2022;10;28;13;22.76
2022;10;28;14;22.80333333
2022;10;28;15;21.72666667
2022;10;28;16;20.74666667
2022;10;28;17;19.54666667
2022;10;28;18;18.36
2022;10;28;19;18.57666667
2022;10;28;20;18.25166667
2022;10;28;21;17.69666667
2022;10;28;22;17.45333333
2022;10;28;23;16.79666667
2022;10;29;0;16.67
2022;10;29;1;16.545
2022;10;29;2;15.95333333
2022;10;29;3;15.91666667
2022;10;29;4;15.74
2022;10;29;5;15.63333333
2022;10;29;6;15.53833333
2022;10;29;7;15.66666667
2022;10;29;8;15.995
2022;10;29;9;16.49333333
2022;10;29;10;17.195
2022;10;29;11;18.21333333
2022;10;29;12;20.065
2022;10;29;13;20.675
2022;10;29;14;21.40666667
2022;10;29;15;21.37833333
2022;10;29;16;20.84
2022;10;29;17;19.62166667
2022;10;29;18;19.03
2022;10;29;19;18.91166667
2022;10;29;20;18.62333333
2022;10;29;21;17.79666667
2022;10;29;22;17.865
2022;10;29;23;17.485
2022;10;30;0;17.10333333
2022;10;30;1;17.36
2022;10;30;2;16.52833333
2022;10;30;3;15.73333333
2022;10;30;4;14.76833333
2022;10;30;5;13.93166667
2022;10;30;6;13.66833333
2022;10;30;7;13.10166667
2022;10;30;8;13.17666667
2022;10;30;9;14.26166667
2022;10;30;10;15.84
2022;10;30;11;17.16833333
2022;10;30;12;18.88666667
2022;10;30;13;20.56166667
2022;10;30;14;20.21166667
2022;10;30;15;19.565
2022;10;30;16;18.09666667
2022;10;30;17;16.93
2022;10;30;18;16.12333333
2022;10;30;19;14.71166667
2022;10;30;20;14.03333333
2022;10;30;21;14.17166667
2022;10;30;22;14.13833333
2022;10;30;23;13.95333333
2022;10;31;0;13.16666667
2022;10;31;1;12.45833333
2022;10;31;2;11.92166667
2022;10;31;3;12.12666667
2022;10;31;4;12.135
2022;10;31;5;11.63333333
2022;10;31;6;11.45166667
2022;10;31;7;11.52666667
2022;10;31;8;12.02
2022;10;31;9;12.73
2022;10;31;10;14.30833333
2022;10;31;11;15.79166667
2022;10;31;12;17.42666667
2022;10;31;13;18.83833333
2022;10;31;14;19.03333333
2022;10;31;15;18.48666667
2022;10;31;16;17.64166667
2022;10;31;17;16.59166667
2022;10;31;18;15.70166667
2022;10;31;19;15.27333333
2022;10;31;20;15.145
2022;10;31;21;15.36333333
2022;10;31;22;15.82666667
2022;10;31;23;16.39333333
2022;11;1;0;15.945
2022;11;1;1;15.7
2022;11;1;2;15.58666667
2022;11;1;3;15.675
2022;11;1;4;15.50666667
2022;11;1;5;14.81666667
2022;11;1;6;13.16666667
2022;11;1;7;11.45
2022;11;1;8;11.38833333
2022;11;1;9;11.96666667
2022;11;1;10;12.53666667
2022;11;1;11;13.54833333
2022;11;1;12;14.19166667
2022;11;1;13;14.60333333
2022;11;1;14;15.15333333
2022;11;1;15;14.05666667
2022;11;1;16;13.475
2022;11;1;17;12.655
2022;11;1;18;12.035
2022;11;1;19;11.66166667
2022;11;1;20;11.905
2022;11;1;21;11.92333333
2022;11;1;22;12.21333333
2022;11;1;23;12.21
2022;11;2;0;11.71666667
2022;11;2;1;11.71
2022;11;2;2;11.88
2022;11;2;3;11.62166667
2022;11;2;4;11.29166667
2022;11;2;5;10.95
2022;11;2;6;10.50333333
2022;11;2;7;9.961666667
2022;11;2;8;9.66
2022;11;2;9;10.47666667
2022;11;2;10;11.225
2022;11;2;11;12.525
2022;11;2;12;13.42166667
2022;11;2;13;13.86333333
2022;11;2;14;13.86333333
2022;11;2;15;12.975
2022;11;2;16;12.05
2022;11;2;17;10.99
2022;11;2;18;10.30166667
2022;11;2;19;10.14666667
2022;11;2;20;10.11166667
2022;11;2;21;10.15333333
2022;11;2;22;10.48333333
2022;11;2;23;10.52
2022;11;3;0;10.52666667
2022;11;3;1;10.44166667
2022;11;3;2;10.585
2022;11;3;3;10.80333333
2022;11;3;4;11
2022;11;3;5;11.065
2022;11;3;6;11.065
2022;11;3;7;11.32
2022;11;3;8;11.78166667
2022;11;3;9;12.225
2022;11;3;10;12.41833333
2022;11;3;11;12.59666667
2022;11;3;12;13.45166667
2022;11;3;13;13.57333333
2022;11;3;14;12.94333333
2022;11;3;15;12.05
2022;11;3;16;11.75833333
2022;11;3;17;11.455
2022;11;3;18;11.11333333
2022;11;3;19;10.77166667
2022;11;3;20;10.67166667
2022;11;3;21;10.27
2022;11;3;22;9.296666667
2022;11;3;23;9.04
2022;11;4;0;8.783333333
2022;11;4;1;8.025
2022;11;4;2;7.663333333
2022;11;4;3;7.368333333
2022;11;4;4;7.461666667
2022;11;4;5;7.718333333
2022;11;4;6;8.02
2022;11;4;7;8.026666667
2022;11;4;8;8.46
2022;11;4;9;8.916666667
2022;11;4;10;9.586666667
2022;11;4;11;10.3
2022;11;4;12;10.19666667
2022;11;4;13;10.18833333
2022;11;4;14;9.213333333
2022;11;4;15;9.773333333
2022;11;4;16;9.031666667
2022;11;4;17;8.96
2022;11;4;18;8.508333333
2022;11;4;19;7.993333333
2022;11;4;20;8.136666667
2022;11;4;21;7.59
2022;11;4;22;6.575
2022;11;4;23;6.115
2022;11;5;0;6.42
2022;11;5;1;6.578333333
2022;11;5;2;6.266666667
2022;11;5;3;6.243333333
2022;11;5;4;5.78
2022;11;5;5;5.245
2022;11;5;6;4.776666667
2022;11;5;7;4.325
2022;11;5;8;4.273333333
2022;11;5;9;4.958333333
2022;11;5;10;6.106666667
2022;11;5;11;7.073333333
2022;11;5;12;8.473333333
2022;11;5;13;9.451666667
2022;11;5;14;9.595
2022;11;5;15;9.625
2022;11;5;16;8.81
2022;11;5;17;7.946666667
2022;11;5;18;7.7
2022;11;5;19;7.708333333
2022;11;5;20;7.553333333
2022;11;5;21;7.756666667
2022;11;5;22;7.558333333
2022;11;5;23;7.528333333
2022;11;6;0;7.491666667
2022;11;6;1;7.475
2022;11;6;2;7.186666667
2022;11;6;3;7.261666667
2022;11;6;4;7.291666667
2022;11;6;5;7.303333333
2022;11;6;6;7.563333333
2022;11;6;7;7.403333333
2022;11;6;8;7.981666667
2022;11;6;9;8.793333333
2022;11;6;10;9.535
2022;11;6;11;9.576666667
2022;11;6;12;9.603333333
2022;11;6;13;9.758333333
2022;11;6;14;9.263333333
2022;11;6;15;8.013333333
2022;11;6;16;8.261666667
2022;11;6;17;7.716666667
2022;11;6;18;7.545
2022;11;6;19;8.316666667
2022;11;6;20;8.598333333
2022;11;6;21;8.696666667
2022;11;6;22;8.891666667
2022;11;6;23;9.083333333
2022;11;7;0;9.223333333
2022;11;7;1;9.606666667
2022;11;7;2;9.731666667
2022;11;7;3;9.796666667
2022;11;7;4;9.996666667
2022;11;7;5;10.2
2022;11;7;6;10.58333333
2022;11;7;7;10.80833333
2022;11;7;8;11.23166667
2022;11;7;9;11.23333333
2022;11;7;10;11.92166667
2022;11;7;11;12.8
2022;11;7;12;13.25333333
2022;11;7;13;13.635
2022;11;7;14;13.68833333
2022;11;7;15;13.245
2022;11;7;16;12.88
2022;11;7;17;12.59333333
2022;11;7;18;12.73333333
2022;11;7;19;12.48666667
2022;11;7;20;12.12166667
2022;11;7;21;12.30833333
2022;11;7;22;12.04
2022;11;7;23;11.49166667
2022;11;8;0;11.03666667
2022;11;8;1;10.62833333
2022;11;8;2;10.22
2022;11;8;3;10.30833333
2022;11;8;4;9.981666667
2022;11;8;5;9.858333333
2022;11;8;6;10.235
2022;11;8;7;9.996666667
2022;11;8;8;10.77333333
2022;11;8;9;11.40833333
2022;11;8;10;12.24833333
2022;11;8;11;14.39833333
2022;11;8;12;15.23
2022;11;8;13;14.565
2022;11;8;14;14.73333333
2022;11;8;15;14.985
2022;11;8;16;14.83833333
2022;11;8;17;14.98666667
2022;11;8;18;14.83
2022;11;8;19;14.55833333
2022;11;8;20;14.39166667
2022;11;8;21;14.455
2022;11;8;22;14.05666667
2022;11;8;23;13.67166667
2022;11;9;0;13.33333333
2022;11;9;1;12.62166667
2022;11;9;2;12.385
2022;11;9;3;12.505
2022;11;9;4;12.26833333
2022;11;9;5;11.68333333
2022;11;9;6;11.17333333
2022;11;9;7;10.67666667
2022;11;9;8;10.49666667
2022;11;9;9;11.06
2022;11;9;10;11.18833333
2022;11;9;11;12.26833333
2022;11;9;12;12.98
2022;11;9;13;12.95
2022;11;9;14;12.51666667
2022;11;9;15;12.09
