Temperature C;U_wind (m/s)
28.46166667;0.6
26.73;1
25.30666667;1.3
24;1.9
22.62833333;2.4
22.705;3.1
22.66833333;3.2
21.77666667;3.2
21.17;3.8
20.85666667;3.8
21.18833333;3.8
20.735;3.9
20.67333333;3.8
21.32833333;3.8
21.63833333;3.9
23.08166667;3.7
26.30333333;4
28.47666667;4.3
29.925;4.3
29.86166667;4.5
30.635;4.7
30.715;4.9
29.85;5.1
29.265;4.8
28.33;4
26.525;3
24.72666667;2.3
22.94;2
21.95166667;2.1
21.03833333;2.3
20.47166667;2.2
19.51333333;2.4
18.64333333;2.7
17.68333333;2.6
17.17166667;2.6
16.82166667;2.6
16.705;2.7
17.08166667;2.7
17.47333333;2.7
18.07;2.6
19.32833333;3.2
21.43833333;4.2
22.78166667;4.2
23.74333333;3.8
24.53;3.6
23.76833333;3.8
23.34;4.1
24.05;4.3
23.01166667;3.9
22.22;3.5
20.815;3.5
19.635;3.6
18.515;3.4
16.77333333;3.1
15.53833333;2.9
14.58833333;2.7
13.62333333;2.4
13.31833333;2
13.31333333;2.1
12.745;2.5
11.99166667;2.3
12.44833333;2
14.12333333;2.1
15.14166667;2.4
17.17166667;2.6
17.68666667;2.8
19.39666667;2.8
20.13;3
20.18333333;3.2
20.6;3.1
21.87;2.9
23.09166667;2.9
22.32166667;2.3
21.06833333;2.1
19.72333333;2.4
17.77333333;2.4
15.55;2.2
14.685;1.6
14.23333333;1.5
13.59;1.6
13.24666667;1.6
12.815;1.6
12.23166667;1.8
12.04166667;1.9
12.64833333;2.2
13.65166667;2.5
16.54166667;2.7
18.08;3.1
18.725;3.3
19.51666667;3.6
20.51833333;3.6
21.52666667;3.6
22.11666667;3.6
23.25666667;3.7
23.595;3.7
23.23833333;3.5
22.84333333;2.9
21.86833333;2.5
20.33;2.5
18.945;2.3
16.87833333;2.1
15.33666667;1.9
14.48666667;1.9
13.49833333;2
13.09166667;2
13.09666667;1.9
11.725;1.9
11.02666667;1.6
10.93666667;1.1
12.32833333;0.7
15.635;1.2
18.76333333;1.7
20.32;1.6
21.75;1.6
22.95166667;1.8
23.80666667;2
25.51666667;2.2
25.985;2.4
26.665;2.5
27;2.2
27.04166667;1.8
25.07833333;2
23.86333333;2.3
22.21833333;2.3
21.13666667;2.5
19.84;2.5
19.42;2.3
18.97166667;2.4
18.27333333;2.6
18.145;2.8
18.37666667;3.1
18.38166667;3.2
18.685;2.9
19.445;2.7
21.48;2.4
24.27833333;2.1
26.935;1.8
29.45333333;1.5
30.43333333;1.5
31.35333333;1.2
32.645;0.8
33.63666667;0.8
33.96666667;0.4
34.515;0.3
34.20833333;1.3
32.355;2.1
29.22166667;2.3
27.685;2.1
25.70333333;2.2
24.54166667;2.3
23.08833333;2.4
23.54166667;2.9
23.02333333;3.1
22.12166667;3.1
21.995;3.3
21.89;3.6
21.76833333;3.7
22.97833333;3.7
25.56;3.9
27.97833333;3.9
30.64333333;3.8
33.13833333;3.8
35.01166667;3.8
36.11;4
37.22833333;4.1
37.815;4.2
38.40666667;3.8
38.545;2.9
37.68;2.6
35.89166667;3
33.04333333;3.6
30.62166667;4.2
29.245;4.5
28.25666667;4.4
27.82166667;3.7
27.81;3.6
27.34333333;3.6
26.16666667;2.6
23.22666667;2.6
21.485;3.8
20.85166667;4.9
21.39;5
22.57;4.1
22.45166667;2.5
23.18166667;2
25.81333333;2.5
27.44;3.2
27.85333333;3.4
28.115;2.7
28.91166667;3.3
28.34333333;3.4
26.355;2.4
24.69166667;1.8
23.80833333;2
22.41;2.2
18.48166667;2.3
16.76333333;3
16.60333333;4.2
16.475;4.1
16.20166667;3.1
16.16;3
16.23833333;3.1
16.48;2.8
16.605;3.1
16.675;4.1
16.85666667;5.5
17.43166667;6.2
18.345;5.6
18.385;5.1
17.91166667;5
17.84333333;4.4
18.45;4.2
18.40333333;4.8
17.30666667;5.1
16.79833333;5
17.98333333;4.3
18.485;3.4
17.94333333;2.8
17.32333333;2.7
16.93333333;2.6
16.275;2.4
16.00166667;2.4
15.70833333;2.1
15.405;2
15.01166667;1.9
14.54;1.6
13.92166667;1.5
13.66333333;1.8
13.905;2
14.64166667;1.9
15.58166667;1.6
16.925;1.5
18.67;1.7
19.48833333;2
20.70666667;2.5
21.615;2.4
22.40666667;3
23.35333333;3.9
23.6;3.8
23.96;3.1
22.53833333;2.9
21.57166667;3
20.74166667;2.8
20.05666667;2.4
17.765;2.1
16.55833333;2
15.97;1.8
15.73833333;1.9
15.17166667;1.9
14.87;1.8
14.74333333;1.6
14.67666667;1.5
14.89333333;1.5
14.905;1.7
15.28666667;1.8
17.51666667;1.6
19.23333333;1.6
20.895;1.8
22.34166667;1.7
23.67333333;1.5
24.8;1.4
25.15333333;1.1
25.72333333;0.9
25.705;0.8
25.37333333;1.1
24.44;1.6
22.76;1.8
21.335;1.9
20.00166667;2.2
19.06333333;2.4
18.68333333;2.4
18.655;2.4
18.47;2.3
18.425;2.4
18.045;2.5
17.09666667;2.5
15.74666667;2.3
16.63166667;2.3
19.22833333;2.6
22.50833333;2.6
24.24833333;2.3
25.67166667;2.4
26.85333333;2.6
28.33833333;2.6
29.58;2.7
30.46166667;2.7
31.295;2.6
31.39;2
31.11333333;1.9
29.62166667;2.2
27.54833333;2.1
25.86666667;2.4
24.82666667;3
24.16333333;3.2
22.83833333;3.4
22.01166667;3.8
21.335;4
20.95333333;4
20.55166667;4.2
20.445;4.4
21.425;4.2
22.58166667;3.9
23.21166667;4.5
23.15;4.2
23.34833333;4.3
23.89;5.2
25.61;5.9
25.67666667;6.8
25.695;7
23.39333333;6.5
23.99166667;5.9
23.54833333;5.2
23.47833333;4.7
22.91;5
21.85333333;5.2
20.30166667;4.6
19.74;4.2
18.78;3.9
17.54333333;3.6
16.25333333;3.4
15.29333333;3.4
14.51166667;3.5
14.33333333;3.4
15.04333333;3.5
15.51666667;3.7
15.975;3.5
16.77833333;3.3
17.545;3.7
19.71;4
19.98166667;4.1
20.60833333;4.6
20.69;4.5
22.24833333;4.3
22.64833333;4.3
22.66833333;4.4
20.12833333;4.4
19.18333333;4
18.54666667;3.4
17.78;3
16.99;2.9
16.42833333;3.1
16.435;3.2
16.06666667;3
15.525;2.7
14.89666667;2.3
14.23666667;1.9
13.03166667;2.1
12.07833333;2.7
11.59833333;3.2
12.10833333;3.5
13.61;3.6
15.83;3.5
16.13333333;3.2
17.60333333;3.1
17.75666667;3
19.52333333;3.2
20.07666667;3.3
20.88;3.2
21.27333333;3.3
20.22333333;3.3
20.26333333;3
19.14833333;2.7
18.165;2.8
16.85;3.1
15.99833333;3.1
15.60833333;2.8
14.81833333;3
13.725;3.1
13.76;3
13.17166667;2.9
12.17833333;3.1
11.44833333;3.3
11.425;3.6
12.42833333;3.9
14.01166667;3.9
17.16;3.8
19.65833333;3.9
21.01166667;3.6
22.15166667;3.3
22.96833333;3.9
23.74333333;4.4
24.16;4.3
23.775;4.1
23.17833333;4.1
23.48666667;4
22.56166667;3.4
21.30666667;2.7
20.42666667;3.1
19.7;3.5
18.75333333;3.2
18.11166667;3.1
17.515;3.1
17.295;3
17.22333333;2.7
16.96333333;2.2
15.98333333;2
15.8;2
16.425;2.5
17.24666667;3.2
18.955;3.2
19.90166667;2.9
21.54833333;2.4
22.67166667;2.6
23.885;3.4
24.48666667;3.3
24.355;3.3
24.665;3.6
24.48333333;3.4
23.80333333;2.7
23.595;2.4
22.14;2.6
19.615;2.3
17.73166667;1.9
18.015;1.9
17.51833333;2
16.86;1.8
16.29;1.8
15.20833333;1.9
14.00333333;1.9
13.48833333;1.8
14.04333333;1.6
14.095;1.6
15.145;1.8
17.38333333;2
18.83166667;2.2
21.22166667;2.4
22.73166667;2.5
23.72166667;2.4
24.25;2
24.785;1.8
24.97;1.5
24.78333333;1.3
25.40333333;1.4
23.75166667;1.6
22.41833333;1.7
21.07666667;1.7
19.52166667;1.8
19.305;2.1
20.11333333;2.3
19.86333333;2.3
19.43666667;2.3
18.28;2.8
17.23833333;3.4
16.56666667;3.9
16.31;4.1
16.47333333;4.2
17.18;4.1
18.58166667;4.1
20.89333333;4.2
22.49333333;4.6
23.66666667;5.1
25.17666667;5.5
25.75166667;5.8
25.785;6.1
25.13166667;6.3
24.58833333;6.1
23.63333333;5.4
22.83333333;4.8
22.15833333;4.3
21.50166667;3.7
20.79166667;3.1
20.14333333;2.9
19.73333333;3
19.325;3
19.145;2.6
18.92833333;2.5
18.63666667;2.6
18.46166667;2.4
18.31166667;2.1
18.3;2.2
18.2;2.3
17.82833333;2
18.015;2.1
17.84833333;2.5
19.70166667;2.6
22.05833333;3
22.185;3.4
23.745;3.3
24.265;3.2
24.01333333;3.1
23.74833333;2.4
23.51833333;1.9
22.03333333;2
20.265;1.8
19.06833333;1.6
17.99166667;2
16.85666667;2.3
16.68833333;2.6
16.91;2.8
16.40833333;2.8
16.235;3
15.91333333;3.2
15.95333333;3.4
16.465;3.8
18.695;4.7
20.92333333;4.5
23.445;4
25.21833333;4.2
26.00333333;3.9
26.84;3.7
27.535;3.5
28.34;3.3
28.21333333;2.9
28.55333333;2.5
28.60666667;2.1
27.29833333;2.3
25.10333333;2.3
22.87;1.7
21.65166667;1.3
21.005;1.4
21.10666667;1.5
20.57166667;1.6
20.22833333;1.5
19.14;1.4
18.48333333;1.7
17.91;2.2
17.37166667;2.2
18.23;2
20.405;2.1
24.89;2.1
27.34833333;2.1
28.74166667;1.6
30.285;1
30.59333333;0.7
31.64833333;0.7
32.58666667;0.7
33.15666667;0.7
33.10666667;0.8
32.97833333;1.6
30.765;2.2
28.51333333;2.1
27.02166667;2.3
25.61833333;2.3
24.40666667;2.2
23.43833333;2.2
22.60166667;2.4
21.97166667;2.9
21.67166667;3.2
21.34333333;3
21.20333333;2.9
21.21333333;2.8
22.01333333;3
23.965;3
26.10333333;2.5
27.11333333;2.2
28.68666667;1.1
26.83833333;0.9
29.36666667;2.8
27.76666667;2.8
26.03666667;1.2
26.60333333;1.3
28.815;1.7
27.99;1.9
26.25666667;1.8
24.585;1.9
24.05;1.6
22.62;1.9
19.73166667;1.4
18.83666667;2
18.14166667;1.6
17.41333333;1.3
17.11333333;0.9
16.845;0.8
16.885;1.1
16.745;1.8
16.55333333;3.5
16.66833333;4.5
16.625;3.6
15.87333333;2.9
15.975;3.6
18.33166667;4.2
20.52333333;4.6
21.06;5.2
20.64;5.1
21.37833333;4.8
21.27333333;5
20.555;5.3
20.13666667;5
18.98;4.1
17.43833333;2.8
15.87333333;1.9
14.37833333;1.8
13.19666667;1.8
12.33333333;1.9
10.74833333;1.9
10.17;1.9
9.743333333;2
9.508333333;2.4
9.34;2.8
10.35666667;3.2
12.625;3.4
14.98;3.3
16.36666667;3.3
17.635;3.5
18.935;3.6
19.835;3.7
20.65;3.8
21.19;3.9
21.08166667;4
21.24333333;3.6
21.14333333;2.9
19.84166667;2.8
17.99833333;2.9
16.525;2.8
15.85;2.7
14.66833333;2.5
13.89333333;2.4
13.265;2.1
11.91333333;2
11.43333333;1.9
10.75166667;1.7
10.80333333;1.7
10.09166667;2
10.84333333;2.4
13.2;2.9
16.25833333;3.3
18.43166667;3.4
21.09333333;3.6
22.16166667;3.5
22.97166667;3.4
23.66833333;3.5
24.44666667;3.6
24.62666667;3.7
24.43333333;3.4
23.69833333;2.8
22.49666667;2.7
20.88666667;3
19.40833333;3.3
17.62333333;3
17.00333333;2.5
15.975;2.4
14.95666667;2.4
14.125;2.4
13.94333333;2.4
13.23666667;2.5
12.72833333;2.7
12.17333333;2.8
12.68333333;3.1
14.135;3.5
16.51333333;3.8
18.54833333;3.8
20.91166667;3.8
22.89333333;3.9
23.84;4
24.82666667;4.1
25.27666667;4.2
25.61333333;4.3
25.415;4
24.775;3.5
23.24166667;3.4
21.41833333;3.8
20.175;3.7
19.08833333;3.5
18.165;3.5
17.46;3.3
16.49666667;3.3
15.66;3.3
15.05166667;3.4
14.46833333;3.5
13.88333333;3.6
13.375;3.7
14.095;3.7
15.43;3.9
18.24;4.5
20.31833333;4.9
23.36166667;5
24.83833333;4.8
26.07;4.3
27.45;4.1
27.95833333;4.2
28.25166667;4.4
28.13833333;4.3
27.44666667;4
25.72166667;3.9
24.16833333;3.9
22.55166667;3.8
21.61666667;3.6
20.46;3.2
18.92166667;3
18.54833333;3
17.74333333;2.8
16.58166667;2.6
16.44666667;2.4
16.17833333;2.5
15.58;2.6
15.73666667;2.6
17.58333333;2.9
20.73833333;3.3
22.87333333;3.6
25.765;3.9
28.26666667;3.9
29.60833333;3.8
30.49833333;3.8
31.37;4
31.15;4
30.97166667;3.6
30.19666667;3.6
28.61333333;3.8
26.9;3.8
25.245;3.4
23.49166667;2.9
21.98833333;2.6
21.13333333;2.5
20.14833333;2.3
19.29;2.1
18.61833333;2
18.08166667;1.9
18.15;2.1
17.16666667;2.3
17.32666667;2.2
20.01333333;2.2
23.55833333;2.1
26.42333333;2.5
28.69666667;3
29.97666667;3.2
30.51166667;3.4
31.52;3.6
31.86333333;3.7
31.755;3.7
31.42666667;3.1
30.72166667;2.8
29.03666667;3
27.18666667;3
24.63;2.8
23.98;2.5
22.45833333;2.3
22.20166667;2.2
20.16;2.1
18.57166667;2.1
18.37333333;2.2
18.14166667;2.5
18.11666667;2.8
17.145;2.7
18.62;2.4
20.76833333;2.9
23.77166667;3.5
26.18166667;3.8
28.795;3.8
30.25333333;3.8
30.91166667;3.7
31.73666667;3.7
32.00666667;3.9
32.06166667;3.9
32.015;3.1
31.14;2.6
29.155;2.7
27.01666667;2.9
24.12666667;3.1
22.06166667;3.3
21.06333333;3.6
19.94;3.5
19.66;3.4
20.55;3.3
20.075;3.2
18.87666667;3.1
19.14666667;3.3
18.96166667;3.2
19.55166667;2.8
21.30666667;2.7
24.43666667;2.9
27.095;3.3
29.01;3.4
29.74666667;3.2
30.68333333;3
31.295;2.9
31.94;3
32.29333333;2.8
32.07;2.2
31.75666667;2.1
29.76;2.2
27.495;2.1
25.65166667;2.3
23.31166667;2.4
22.24166667;2.7
21.00166667;2.7
20.755;2.6
21;2.4
20.12333333;2.5
19.44;2.9
19.13333333;3.1
18.82666667;3.2
19.52;2.9
21.68;2.7
25.23666667;2.8
27.58;3
29.18;2.6
30.245;2.8
31.25666667;3.1
32.25;2.9
32.25666667;2.6
31.62333333;2.3
31.105;1.7
29.88666667;1.9
27.97;2.4
26.76333333;2.6
25.45333333;3.3
24.11333333;3.2
23.90166667;3.3
23.59666667;3.1
22.45166667;1.9
21.65333333;2.9
20.93833333;3.9
20.645;3.6
20.42833333;3.2
19.65833333;3.3
19.34666667;3.7
18.57666667;3.7
19.10333333;2.9
19.68166667;2.9
20.05833333;3.2
21.20666667;2.9
22.29833333;2.7
21.97833333;2.4
17.995;2.5
18.71166667;2.5
21.58833333;2.1
22.975;1.9
22.655;1.9
21.26666667;1.8
20.35166667;2.6
19.85166667;3.2
19.31166667;2.9
18.80333333;2.6
18.38;2.6
17.80833333;2.5
17.18666667;2.3
16.89166667;2.1
16.39166667;2.2
16.28;2.2
16.67166667;2.4
18.215;2.9
20.525;2.6
22.63833333;2
25.2;1.9
26.38333333;2
26.42333333;2
27.87671233;2.1
27.705;1.9
28.245;1.4
28.37333333;1.4
26.54833333;2
25.34666667;2.3
23.95333333;2
22.77166667;2.2
22.74833333;2.5
21.50166667;2.2
21.12;1.9
20.87;1.8
20.875;2.6
21.115;3
20.89666667;2.8
20.37333333;2.1
19.19833333;1.9
18.155;2.5
18.32166667;3
18.55833333;2
18.93166667;1.3
18.64;2.2
18.355;2
18.76333333;0.9
20.52;0.6
21.96333333;0.7
23.16333333;1.3
23.14833333;1.9
23.11666667;1.8
22.36833333;1.4
20.45833333;1.4
18.68833333;0.8
17.725;0.3
17.42166667;0.4
17.19166667;0.6
16.405;0.9
16.03;1
15.745;0.7
15.49833333;0.4
15.945;0.4
16.075;1.3
15.83666667;2
15.885;1.9
15.915;1.7
16.25166667;1.7
16.635;1.8
17.39333333;1.6
18.74166667;1.7
22.07833333;2
23.63333333;2.3
24.26;2.1
24.765;1.7
24.21333333;1.9
23.485;2.3
21.92166667;2.1
19.59666667;2
18.6;2
18.27666667;1.6
17.82833333;1.4
17.58166667;1.6
16.75666667;2.1
16.25166667;2.1
15.91333333;1.9
16.11333333;2.8
15.92166667;3.3
15.28666667;2.9
16.435;2.9
17.49833333;3.1
17.87333333;3.3
19.60166667;3.5
21.41;3.6
23.25666667;3.9
23.56;4.2
23.52333333;4.3
23.885;4.2
23.36666667;3.7
22.405;2.6
18.81333333;1.8
18.49833333;1.8
17.88666667;2.1
17.89833333;2.4
18.05666667;2.8
18.00666667;3.4
17.885;3.6
17.64;3.6
16.85333333;3.3
16.19;3.2
15.56;3.3
14.855;3.4
14.935;3.6
15.05;3.8
15.75333333;3.4
16.71;3
17.945;3.3
20.54333333;3.3
21.44333333;3.5
23.17833333;3.8
24.23833333;3.5
24.42;3
24.06166667;2.2
23.01333333;1.8
21.90333333;1.9
20.18166667;1.7
17.84833333;1.7
16.27833333;1.8
15.45333333;1.7
15.135;1.7
15.23;1.8
14.43833333;1.8
13.645;1.8
12.88666667;1.8
12.15;2.1
11.57666667;2
12.25;2.2
14.715;2.7
17.855;2.6
19.58333333;2.6
20.52666667;2.6
22.74333333;2.5
23.46;2.6
23.55333333;2.8
23.65666667;2.8
22.19666667;2.5
22.36166667;2.2
21.98333333;1.8
21.03666667;1.7
19.73333333;1.8
18.63666667;1.9
18.31;1.9
17.94833333;1.8
17.74666667;2
17.14333333;2
16.62333333;1.9
16.15333333;1.8
15.47666667;1.8
15.2;1.9
14.00833333;2
15.83166667;1.7
17.03666667;1.5
17.87166667;1.4
19.33166667;1.4
21.35833333;1.2
24.065;1.1
25.02166667;0.7
26.54666667;0.4
27.00833333;0.6
27.90833333;0.7
26.09833333;1
25.66166667;1.5
24.45333333;0.9
22.72333333;0.9
20.28833333;1.2
19.88833333;1.7
19.485;1.9
19.20166667;2.2
18.32666667;2.2
17.485;2.1
16.60666667;2.1
16.41833333;2.2
15.84;2.4
16.00166667;2.3
16.21333333;1.9
17.715;1.7
21.07166667;2
23.825;2.3
25.61166667;2.4
26.26666667;2.5
26.23666667;2.5
28.05333333;2.4
28.85666667;2.2
28.93;1.7
29.5;1.6
28.01;1.9
26.53166667;2
24.22166667;2.1
22.3;2.3
21.45166667;2.4
20.67833333;2.2
20.175;2.1
19.68166667;2
19.44666667;1.8
19.095;1.8
18.56333333;1.7
18.46666667;1.6
17.99166667;1.5
18.16166667;1.4
20.73166667;1.5
23.39833333;1.4
26.42166667;1.1
28.53666667;0.8
30.1;0.6
30.99166667;0.5
32.11833333;0.2
32.80166667;0.8
31.75833333;1.4
31.80833333;1.6
30.295;2
27.70833333;2.2
26.74666667;2.2
25.97666667;2.3
24.22333333;3.1
23.91166667;3.7
23.705;3.4
23.19833333;2.8
22.625;2.8
22.70666667;2.9
22.1;2.6
21.15833333;2.5
20.43;2.3
21.11166667;1.8
23.115;1.4
25.44333333;1.1
26.83166667;0.9
29.35833333;0.6
30.56166667;0.4
30.92833333;0.6
31.525;1.2
32.78333333;1.6
31.94;1.9
32.16;1.9
30.715;1.9
28.11549296;2
26.04666667;2.7
25.17666667;3.9
23.57333333;4.3
21.41666667;3.9
20.47166667;3.3
19.94666667;2.9
19.565;2.8
19.19;2.7
18.82833333;2.7
18.53333333;2.9
18.39666667;3.3
18.27;3.7
18.12833333;3.9
18.19666667;4.2
18.485;4.2
18.95166667;4.2
18.39833333;4.7
19.64833333;4.8
19.685;4.7
19.015;4.6
19.46833333;4.3
19.75333333;4.1
19.25166667;3.9
18.84333333;3.6
18.54479167;3.2
18.08166667;2.9
17.86956522;3.1
17.735;3.4
16.94833333;3.2
16.34;2.9
16.285;2.8
15.88;2.8
15.77833333;2.8
15.415;2.8
14.21833333;3
13.48833333;3.2
14.34333333;3.4
15.77166667;3.5
16.295;3.4
17.84833333;3.2
17.72333333;2.8
17.72166667;2.3
17.75666667;2.3
17.99;2.5
18.625;2.5
18.46037736;2.3
18.18166667;1.9
17.91;2
17.515;2.2
16.71666667;2.2
16.38666667;2.3
16.61;2.8
16.57166667;3
16.4;3
16.33138075;3.3
16.20666667;3.7
15.75333333;3.9
15.40666667;3.9
14.99666667;4.1
14.655;4.4
14.825;4.5
15.84432432;4.5
17.77880435;4.4
19.45217391;4.3
19.96483516;4.2
21.37608696;4.2
22.70702703;4.2
22.99567568;4
23.42777778;3.7
23.3;3.2
18;3.2
17;3.5
16;3.6
16;3.7
15;3.8
14;3.7
14;3.6
13;3.7
13;3.6
12;3.2
12;3.1
12;3.2
13;3.4
15;3.6
16;3.6
18;3.4
19;3.4
20;3.4
21;3.2
21;3
22;3
22;3.1
22;3.3
21;3.4
20;3.1
18;3.1
17;3
16;2.5
16;2.3
16;2.3
15;2.2
15;2.1
14;2.2
14;2
14;1.8
14;2.1
16;2.6
18;2.6
20;2.4
22;2.7
24;3.2
25;3.5
26;3.6
26;3.6
26;3.6
28.31077;3.7
24;3.9
23;4
21;3.9
22.81667;3.9
19;4
18;3.8
17;3.5
17;3.6
16;3.7
16;3.8
15;3.9
15;3.7
14;3.4
15;3.2
15;3.1
16;3.1
17;3.1
19;2.7
20;2.5
21;2.7
22;2.8
23;2.9
23.42820513;3.1
23.2984127;3.1
24.7953125;2.7
24.83387097;2.5
23.35076923;2.8
22.21129032;3.2
20.96031746;3.1
19.37272727;2.7
19.11212121;2.2
18.103125;2.1
17.3016129;2.1
16.44177215;2.3
15.86178862;2.6
16.29837398;2.7
15.76290323;2.6
14.06532258;2.7
13.24596774;2.8
13.60564516;2.9
15.62809917;3.3
17.98861789;3.9
20.82580645;4
22.98548387;3.6
23.21666667;3.4
24.21626016;3.2
23.78629032;3
24.0195122;2.8
24.72301587;2.3
24.7784;1.8
22.8784;1.9
21.8592;2
20.12868852;2.1
19.06612903;2.3
18.51138211;2.4
18.2;2.3
17.69504132;2.6
18.20569106;2.9
18.26885246;3.2
18.66209677;3.6
18.27716535;3.8
18.0201087;4
17.89285714;4.2
17.43989071;4.2
17.9043956;4.3
20.52076503;3.9
21.92041667;3.3
22.72323651;3.2
24.32333333;3.1
25.75333333;3.2
26.11;3.1
27.00034843;2.8
27;2.7
26.095;3.1
24.77833333;3.6
22.70666667;4
21.67151335;4
21.24833333;4
20.20333333;3.7
19.70333333;3.2
19.95333333;2.8
19.30736041;3
19.35833333;2.8
19.15333333;2.3
19.08;2.3
18.815;2.4
18.48333333;2.8
17.96666667;3.1
18.01166667;3.1
18.57333333;2.7
19.24;2
21.12;1.3
23.26166667;0.8
24.00833333;0.8
23.23152174;0.9
22.615;0.9
23.64;0.6
24.345;1.4
22.72;1.9
22.15333333;2.3
20.65666667;2.5
19.36833333;2.5
17.79833333;2.2
17.1;2.1
16.76833333;2.2
16.42666667;2.4
16.01666667;2.7
15.77833333;2.7
15.64716981;2.5
15.625;2.5
15.43166667;2.8
15.625;2.9
16.86833333;2.9
18.78;2.8
21.82666667;2.8
24.12833333;3.2
25.47166667;3.7
25.49666667;3.9
26.42;3.6
27.94333333;2.9
27.17;1.8
26.81340426;1.3
25.47666667;1.6
23.57333333;1.7
21.665;1.8
20.76666667;2
20.65635492;2.2
20.10833333;2.3
19.32;2.6
18.78166667;3
18.37;3.1
18.07;3.2
17.78794788;3.2
17.66166667;3.2
17.33;3.4
17.52833333;3.6
19.35960452;3.5
21.77476341;3
24.59;2.5
26.14;2.3
28.36166667;1.5
28.33166667;0.6
27.2345098;0.1
26.75706522;0.3
28.07243243;0.9
28.52173913;1.7
27.16918919;2.2
24.6863388;2.3
22.93206522;2.2
22.32872928;2.1
22.41693989;3.2
22.88406593;3.1
21.10163934;3.2
16.65027322;3.3
16.23021978;2.4
15.77595628;2
15.5021978;2.9
15.98152174;4
16.09027027;4.1
16.62826087;4.3
17.58461538;4.3
19.68415301;3.3
22.42065217;2.7
25.19257642;2.9
27.05802469;2
27.79135802;0.8
28.59061224;0.6
28.76570248;0.6
29.24262295;1.2
29.09437229;1.9
27.04293478;2.5
25.0456044;3.1
23.1989011;3.6
21.8427027;4.8
22.1510989;4.5
17.44699454;2.6
16.02307692;1.2
15.60983607;1.3
15.42076503;1.7
14.99234973;1.9
15.21160221;2.1
15.23333333;2.3
15.07127072;2.9
15.19076087;3.6
15.85191257;3.5
17.01381215;3.2
19.17650273;3.1
21.03967391;3.4
21.75191257;3.9
22.53478261;3.6
22.9353211;3.3
23.15867769;3.3
23.32827869;2.7
22.92592593;1.9
22.19057377;1.8
20.26790123;2
18.15102881;2
18.00326087;1.7
18.43021978;0.9
18.44043716;0.7
18.01351351;1.8
17.95846995;2.6
17.37826087;2.4
16.64945055;2.5
15.11748634;2.5
14.78797814;3.1
14.41639344;3.6
14.12336957;3.9
14.32747253;4.6
14.92445652;5.5
16.28251366;6.3
16.90869565;6.2
17.80604396;5.8
17.95191257;6
19.35355191;6.3
20.41945946;5.7
20.32771739;4.9
20.60242718;4.5
19.83811475;4.2
18.20123457;4.1
17.28852459;4.5
16.96487603;4.3
16.27428571;4.2
14.49423868;4.7
13.62953368;4.9
13.0295082;4.8
13.26557377;4.4
13.51032609;4.6
13.5;4.9
13.56721311;5.3
13.48142077;5.9
13.48142077;6.6
13.90054348;6.8
14.45567568;7
15.76847826;7.1
15.04254144;7.3
16.28333333;7.8
16.31166667;7.7
16.09333333;7.1
16.995;6.3
16.86166667;5.8
17.04833333;5.5
16.58666667;5.2
14.78666667;5
14.33917526;5
14.05833333;4.8
13.91;5
13.17833333;5.1
13.14;5.2
13.37333333;5.3
13.415;4.9
13.51625616;4.7
13.56956522;4.8
13.67362637;5.2
13.80706522;5.8
13.98196721;6.3
14.55409836;6
15.23715847;5.8
15.83825137;5.9
17.08369565;5.4
17.63224044;5.4
17.49076087;5.6
17.27967033;5.7
16.44021739;5.6
14.85597826;5.3
15.40983607;4.9
16.21639344;4.2
16.52786885;3.7
15.86054054;3.3
15.29189189;2.9
14.96885246;2.3
14.90481283;2.1
14.81646091;2.3
14.85327869;2.5
14.7557377;2.6
14.68816327;2.5
14.50329218;2.4
14.27172131;2.3
14.16492891;2
14.05355191;1.7
14.41521739;1.6
14.81956522;1.2
15.27228261;0.8
16.46847826;1
17.46557377;1
18.68571429;0.8
19.82032967;0.8
21.54262295;1.2
20.89779006;1.1
21.50710383;1.3
19.87759563;1.8
17.99010989;2.1
16.84644809;2.4
15.56703297;2.1
15.32391304;2
15.3;2.2
14.57608696;2.3
14.31639344;2.6
13.88043478;2.6
13.30420168;2.4
12.88436214;2.2
12.54320988;2.6
12.21851852;2.8
12.47991803;2.7
13.3352459;2.8
15.23710407;2.6
18.18360656;2.5
20.27675676;2.3
21.94619565;2.2
23.05163043;2.4
24.57405405;2.4
25.53879781;1.8
25.43516484;1.6
24.90271739;2.2
23.73586957;2.2
21.6427027;2.3
20.45737705;2.5
19.64808743;2.6
18.64808743;2.5
18.29836957;2.5
18.00382514;2.5
17.88131868;3.1
16.61195652;3.3
17.52802198;2.2
17.23387978;1.7
17.82934783;2
18.05701754;1.4
16.9214876;0.6
16.15679012;0.9
15.67008197;1
17.40452675;1.4
19.19835391;0.7
19.39224138;0.3
20.37978142;0.9
20.07692308;1
20.96612022;0.6
20.575;1
18.90923913;1.3
18.5726776;1.6
16.96939891;2.3
17.10218579;2.6
16.7726776;2.1
16.6967033;2.8
16.6772973;3.8
16.46216216;4.2
16.50382514;3.8
16.6863388;3.2
16.65815217;2.8
16.60491803;2.1
16.59293478;1.9
16.5772973;2
15.92747253;1.8
15.5489011;1.9
15.59539171;2.2
15.64959016;2.5
15.64467213;3.2
16.37131148;2
17.02222222;1.1
16.14169742;0.6
15.17549669;1.1
14.90123457;0.9
15.0399177;0.8
14.54979424;1.9
